Date,Place,Time,Period,Water Level (m),Water Level Percentage (%),Temperature (°C),Vibration on Earth (mg),Rain Gauge Level (mm),Pore Pressure (kPa),Soil Moisture (%),Latitude,Longitude,Distance (km)
2021-06-01,Dehradun,12:08,Night,3.4,68.0,15.3,0.08,31.3,117.3,39.1,30.3165,78.0322,48.64
2022-02-03,Manali,10:01,Morning,1.0,78.0,16.9,0.05,15.9,127.4,39.0,32.2396,77.1885,49.06
2022-10-25,Dehradun,07:39,Night,1.6,79.0,22.4,0.09,18.6,126.3,25.9,30.3165,78.0322,48.37
2024-12-29,Darjeeling,06:29,Morning,2.3,82.0,23.9,0.03,33.5,115.5,49.1,27.0385,88.2622,40.96
2020-03-04,Shimla,02:37,Evening,3.0,64.0,19.4,0.1,25.3,104.4,31.5,31.1048,77.1734,40.16
2024-03-28,Munnar,17:12,Morning,2.6,88.0,28.1,0.04,10.7,113.4,46.5,10.0889,77.0594,48.95
2024-05-27,Manali,20:37,Evening,2.7,85.0,26.2,0.1,28.4,128.5,44.2,32.2396,77.1885,20.64
2024-06-25,Shillong,16:19,Morning,3.8,65.0,21.1,0.06,25.7,101.8,34.3,25.5788,91.8933,40.07
2020-12-07,Darjeeling,15:58,Evening,3.0,73.0,18.9,0.09,33.2,122.4,45.6,27.0385,88.2622,6.35
2020-07-20,Shillong,18:19,Evening,3.9,83.0,16.6,0.04,11.8,126.0,35.2,25.5788,91.8933,7.67
2023-11-20,Manali,08:56,Morning,3.7,74.0,25.1,0.09,29.2,109.2,29.8,32.2396,77.1885,13.71
2022-03-23,Manali,21:37,Morning,1.1,85.0,27.8,0.06,10.0,123.3,48.4,32.2396,77.1885,14.56
2022-02-01,Munnar,13:59,Night,1.7,76.0,29.7,0.06,33.9,134.7,34.0,10.0889,77.0594,49.37
2023-10-27,Manali,11:53,Night,2.9,81.0,17.4,0.03,29.4,104.8,26.5,32.2396,77.1885,11.21
2022-11-08,Shimla,04:47,Evening,3.1,76.0,20.9,0.04,16.9,105.0,31.0,31.1048,77.1734,1.17
2021-09-13,Munnar,00:13,Evening,3.9,73.0,24.7,0.06,16.3,139.7,34.2,10.0889,77.0594,47.69
2022-12-24,Dehradun,18:59,Morning,1.8,63.0,24.3,0.04,16.0,118.3,27.0,30.3165,78.0322,25.02
2020-01-23,Munnar,05:52,Night,3.3,67.0,15.4,0.08,24.6,120.6,26.3,10.0889,77.0594,6.7
2020-10-10,Manali,22:47,Afternoon,3.2,73.0,19.5,0.04,16.9,124.0,27.4,32.2396,77.1885,25.55
2021-06-02,Dehradun,16:12,Evening,2.3,85.0,16.3,0.08,28.4,120.6,38.7,30.3165,78.0322,32.64
2020-05-25,Shillong,12:14,Night,3.8,68.0,29.3,0.04,5.2,125.0,26.6,25.5788,91.8933,39.1
2021-12-25,Munnar,04:04,Night,1.4,74.0,18.5,0.07,15.0,126.4,28.9,10.0889,77.0594,6.11
2023-12-27,Darjeeling,18:18,Afternoon,2.9,69.0,19.2,0.03,26.6,114.7,32.3,27.0385,88.2622,8.29
2020-01-19,Manali,04:01,Afternoon,2.4,69.0,19.4,0.02,20.3,127.2,45.3,32.2396,77.1885,12.05
2024-12-22,Shillong,06:40,Night,3.9,77.0,23.4,0.09,6.9,136.8,45.5,25.5788,91.8933,32.89
2022-02-05,Munnar,17:34,Evening,3.1,84.0,16.6,0.06,19.6,120.5,30.9,10.0889,77.0594,12.86
2023-04-09,Dehradun,17:34,Night,1.7,63.0,18.9,0.07,34.1,121.0,33.1,30.3165,78.0322,20.24
2023-06-23,Munnar,14:48,Afternoon,1.1,89.0,17.5,0.08,31.0,138.7,32.3,10.0889,77.0594,47.35
2024-03-12,Shimla,22:28,Morning,2.3,72.0,21.9,0.08,2.4,137.1,46.4,31.1048,77.1734,32.26
2020-05-27,Manali,15:45,Night,3.3,77.0,25.5,0.01,18.4,131.6,26.5,32.2396,77.1885,33.5
2020-09-30,Shillong,21:18,Afternoon,3.9,86.0,16.3,0.08,14.5,102.6,36.8,25.5788,91.8933,11.98
2022-07-25,Darjeeling,19:43,Afternoon,1.1,62.0,22.1,0.02,2.3,118.7,27.0,27.0385,88.2622,28.4
2021-07-04,Munnar,10:55,Evening,2.3,69.0,15.0,0.1,15.0,126.1,44.5,10.0889,77.0594,46.61
2023-12-09,Darjeeling,11:04,Morning,3.2,69.0,21.1,0.02,14.6,133.8,47.8,27.0385,88.2622,27.45
2024-11-25,Manali,13:48,Morning,2.4,63.0,25.2,0.05,22.9,130.4,34.5,32.2396,77.1885,9.05
2020-07-06,Munnar,23:33,Afternoon,2.1,87.0,22.5,0.07,8.2,138.0,25.7,10.0889,77.0594,46.11
2022-05-01,Manali,08:25,Afternoon,2.9,64.0,16.7,0.01,18.9,136.5,34.3,32.2396,77.1885,21.13
2024-09-05,Shimla,20:42,Night,3.8,85.0,28.1,0.09,33.6,131.4,27.5,31.1048,77.1734,0.65
2021-03-20,Dehradun,17:16,Evening,2.4,80.0,21.5,0.02,17.0,132.2,33.4,30.3165,78.0322,47.28
2022-01-29,Darjeeling,07:26,Morning,3.1,66.0,16.5,0.07,8.7,138.4,47.2,27.0385,88.2622,3.6
2022-05-12,Darjeeling,18:07,Morning,3.1,69.0,23.3,0.02,20.0,116.6,28.9,27.0385,88.2622,28.56
2023-05-07,Shillong,04:06,Morning,2.6,84.0,29.0,0.04,25.8,119.5,39.2,25.5788,91.8933,23.93
2021-05-04,Munnar,21:50,Night,3.6,78.0,26.0,0.09,14.2,134.2,42.6,10.0889,77.0594,40.11
2024-02-10,Shillong,22:24,Morning,2.9,83.0,20.4,0.01,7.6,138.4,47.1,25.5788,91.8933,30.44
2021-04-25,Shillong,06:42,Night,2.5,70.0,17.4,0.02,7.6,125.4,32.9,25.5788,91.8933,33.17
2020-02-13,Munnar,03:17,Morning,3.9,61.0,30.0,0.07,28.2,125.6,47.8,10.0889,77.0594,8.25
2022-01-01,Munnar,05:09,Afternoon,3.2,79.0,19.0,0.03,28.7,114.9,36.7,10.0889,77.0594,30.2
2024-06-16,Dehradun,04:44,Afternoon,3.1,84.0,16.7,0.09,26.6,113.8,42.6,30.3165,78.0322,23.03
2020-03-09,Shimla,16:28,Evening,1.3,76.0,16.2,0.05,30.0,100.1,28.7,31.1048,77.1734,46.96
2022-03-03,Shimla,13:46,Afternoon,2.9,79.0,25.8,0.05,30.2,112.2,32.3,31.1048,77.1734,9.33
2021-12-13,Manali,07:02,Morning,4.0,84.0,25.7,0.04,15.3,127.4,28.9,32.2396,77.1885,27.9
2022-01-25,Shimla,01:38,Evening,1.9,83.0,15.4,0.04,29.6,129.6,28.9,31.1048,77.1734,11.19
2021-09-12,Dehradun,19:03,Night,3.0,79.0,26.9,0.01,20.6,138.7,27.5,30.3165,78.0322,18.0
2023-12-19,Shillong,05:36,Afternoon,1.9,74.0,19.0,0.07,8.4,138.5,39.7,25.5788,91.8933,25.65
2023-02-05,Manali,20:12,Morning,2.1,68.0,20.8,0.04,22.7,123.5,44.0,32.2396,77.1885,24.08
2022-06-10,Shillong,15:32,Evening,3.4,66.0,19.6,0.01,9.4,139.3,34.5,25.5788,91.8933,45.97
2020-08-29,Manali,13:06,Morning,3.9,69.0,19.3,0.01,0.5,115.8,27.1,32.2396,77.1885,31.03
2023-09-26,Manali,18:08,Night,2.4,79.0,18.4,0.09,21.6,108.8,48.3,32.2396,77.1885,33.41
2023-01-03,Dehradun,06:32,Afternoon,2.5,69.0,26.2,0.03,19.1,103.6,34.5,30.3165,78.0322,34.51
2024-10-11,Manali,19:27,Afternoon,2.4,74.0,26.6,0.03,4.3,135.1,40.4,32.2396,77.1885,36.25
2023-09-28,Manali,00:58,Morning,1.8,62.0,25.1,0.03,5.7,119.7,28.2,32.2396,77.1885,41.53
2024-05-22,Munnar,02:50,Afternoon,3.1,61.0,15.4,0.06,31.1,114.5,38.6,10.0889,77.0594,12.72
2020-04-19,Shimla,01:48,Evening,2.7,72.0,17.5,0.05,31.7,138.9,27.2,31.1048,77.1734,22.42
2020-12-02,Shimla,22:46,Afternoon,1.5,80.0,19.1,0.03,19.4,104.7,27.0,31.1048,77.1734,44.21
2024-06-10,Manali,00:29,Afternoon,1.4,85.0,26.9,0.04,32.4,130.5,32.0,32.2396,77.1885,46.83
2020-04-04,Munnar,08:03,Night,2.8,65.0,18.4,0.09,14.7,122.2,25.8,10.0889,77.0594,4.48
2021-05-14,Manali,18:45,Afternoon,2.7,61.0,27.5,0.05,18.1,127.2,25.8,32.2396,77.1885,0.64
2024-01-27,Manali,11:23,Afternoon,1.7,78.0,28.6,0.1,32.2,100.8,28.5,32.2396,77.1885,7.3
2024-04-02,Manali,07:40,Afternoon,1.4,67.0,29.3,0.08,3.2,107.9,33.8,32.2396,77.1885,44.16
2024-09-21,Darjeeling,12:05,Afternoon,1.0,60.0,17.7,0.05,24.1,106.0,46.7,27.0385,88.2622,32.48
2024-12-19,Shimla,22:41,Morning,1.3,69.0,24.1,0.03,21.5,136.6,36.7,31.1048,77.1734,3.81
2022-02-02,Shillong,09:08,Evening,2.7,67.0,15.8,0.01,5.2,127.8,30.6,25.5788,91.8933,35.23
2024-07-13,Manali,18:04,Afternoon,1.6,80.0,18.5,0.03,12.6,100.7,26.6,32.2396,77.1885,8.54
2022-05-15,Shillong,01:17,Morning,2.4,81.0,26.7,0.07,23.1,126.8,27.5,25.5788,91.8933,9.8
2023-03-16,Dehradun,15:29,Night,1.1,72.0,26.4,0.09,33.3,115.7,44.6,30.3165,78.0322,17.57
2021-01-02,Dehradun,06:02,Night,3.1,84.0,17.8,0.06,28.7,114.6,47.3,30.3165,78.0322,16.9
2022-05-04,Munnar,17:58,Morning,2.9,73.0,25.3,0.06,3.4,107.7,45.0,10.0889,77.0594,38.77
2023-02-20,Dehradun,07:05,Night,3.9,81.0,22.4,0.06,12.5,116.5,49.8,30.3165,78.0322,9.62
2022-11-10,Dehradun,01:06,Evening,2.6,78.0,23.3,0.06,18.6,121.5,30.2,30.3165,78.0322,35.56
2024-11-20,Darjeeling,17:41,Morning,1.9,64.0,27.5,0.01,25.0,110.0,37.4,27.0385,88.2622,31.89
2020-04-29,Manali,07:01,Afternoon,1.2,80.0,22.2,0.03,22.6,123.3,46.1,32.2396,77.1885,39.7
2024-02-18,Shillong,17:51,Afternoon,3.2,68.0,16.3,0.07,19.1,124.6,43.7,25.5788,91.8933,0.03
2023-03-19,Munnar,03:50,Evening,2.0,66.0,26.8,0.02,30.5,113.7,43.2,10.0889,77.0594,27.14
2023-07-05,Manali,01:57,Afternoon,2.6,68.0,26.1,0.05,20.9,135.9,32.1,32.2396,77.1885,16.59
2022-11-28,Munnar,09:23,Evening,3.7,88.0,15.9,0.05,26.0,139.9,40.4,10.0889,77.0594,11.09
2021-12-29,Dehradun,12:03,Morning,1.9,85.0,28.9,0.04,32.3,135.2,26.4,30.3165,78.0322,7.27
2020-06-17,Darjeeling,10:30,Night,2.0,82.0,17.5,0.01,6.3,132.7,43.3,27.0385,88.2622,33.82
2023-08-06,Darjeeling,11:34,Night,1.3,76.0,16.5,0.02,1.9,124.3,49.1,27.0385,88.2622,7.96
2020-07-25,Munnar,22:12,Afternoon,1.4,81.0,23.2,0.1,28.4,117.2,40.3,10.0889,77.0594,0.62
2022-12-18,Darjeeling,10:22,Night,3.1,73.0,29.0,0.04,9.0,137.8,35.1,27.0385,88.2622,42.31
2020-06-01,Manali,02:58,Afternoon,3.9,63.0,23.0,0.05,34.6,138.7,42.6,32.2396,77.1885,28.62
2021-12-07,Dehradun,06:30,Night,2.9,71.0,20.3,0.04,28.4,136.0,26.7,30.3165,78.0322,3.14
2021-09-01,Dehradun,20:28,Morning,3.9,81.0,28.3,0.08,6.2,133.6,47.5,30.3165,78.0322,39.8
2023-06-28,Shillong,04:10,Night,1.4,63.0,15.0,0.1,6.7,131.0,37.4,25.5788,91.8933,34.73
2023-05-21,Manali,08:41,Evening,1.4,87.0,22.8,0.01,19.4,124.1,41.4,32.2396,77.1885,5.88
2021-04-11,Munnar,03:20,Evening,1.5,83.0,28.7,0.07,19.7,139.6,34.1,10.0889,77.0594,32.94
2023-06-25,Darjeeling,17:04,Night,1.1,83.0,24.1,0.03,27.4,125.1,25.7,27.0385,88.2622,44.77
2020-08-31,Darjeeling,02:18,Evening,3.3,62.0,24.4,0.06,24.1,114.1,36.3,27.0385,88.2622,6.42
2022-05-05,Shillong,10:24,Night,3.6,73.0,26.8,0.07,2.0,131.3,45.7,25.5788,91.8933,26.64
2020-01-02,Shillong,05:50,Night,1.3,62.0,17.4,0.06,2.0,118.4,36.5,25.5788,91.8933,46.62
2021-11-27,Manali,20:24,Evening,3.3,78.0,19.1,0.04,15.5,113.1,31.6,32.2396,77.1885,44.4
2020-04-25,Dehradun,02:38,Evening,2.6,62.0,23.8,0.04,23.5,130.4,41.9,30.3165,78.0322,37.28
2020-01-21,Dehradun,10:24,Afternoon,1.0,67.0,19.5,0.06,29.6,126.4,35.3,30.3165,78.0322,28.98
2024-07-11,Shimla,12:13,Evening,3.2,61.0,18.6,0.05,17.6,116.2,28.6,31.1048,77.1734,11.51
2024-11-03,Darjeeling,01:23,Evening,3.9,88.0,26.9,0.04,10.7,120.0,37.5,27.0385,88.2622,19.84
2024-06-25,Shimla,10:14,Afternoon,3.7,89.0,16.2,0.07,14.9,129.1,49.7,31.1048,77.1734,41.92
2022-08-29,Darjeeling,22:17,Afternoon,1.4,64.0,19.7,0.09,14.6,120.8,43.5,27.0385,88.2622,37.54
2023-08-01,Shimla,00:40,Night,2.1,76.0,29.4,0.01,6.9,125.3,38.1,31.1048,77.1734,4.0
2024-08-05,Darjeeling,08:40,Evening,4.0,66.0,20.6,0.02,31.4,129.7,39.0,27.0385,88.2622,44.87
2022-02-22,Manali,23:47,Night,1.4,81.0,23.4,0.09,22.7,111.2,34.5,32.2396,77.1885,11.32
2023-08-12,Darjeeling,09:39,Night,2.5,80.0,24.5,0.07,33.5,122.1,46.0,27.0385,88.2622,2.7
2024-01-09,Shimla,20:20,Morning,1.1,78.0,29.1,0.02,1.2,103.4,28.6,31.1048,77.1734,24.3
2021-07-11,Shillong,10:14,Morning,1.8,86.0,29.4,0.03,17.2,117.8,29.6,25.5788,91.8933,30.37
2020-11-07,Munnar,21:35,Morning,1.7,66.0,17.3,0.04,31.8,138.3,29.7,10.0889,77.0594,38.06
2023-09-21,Shillong,22:11,Evening,2.9,63.0,18.8,0.01,17.0,101.8,45.7,25.5788,91.8933,17.45
2024-09-06,Shillong,18:50,Night,3.7,70.0,21.4,0.03,31.8,116.7,41.9,25.5788,91.8933,41.12
2021-03-30,Shimla,08:03,Night,3.1,67.0,18.1,0.04,25.9,121.2,46.4,31.1048,77.1734,37.78
2022-01-21,Shimla,05:16,Evening,2.1,86.0,18.0,0.06,1.6,107.9,27.3,31.1048,77.1734,29.27
2024-10-02,Manali,18:51,Afternoon,1.7,74.0,18.4,0.08,0.9,135.3,28.6,32.2396,77.1885,5.55
2024-05-28,Manali,22:15,Morning,2.1,68.0,24.5,0.1,2.2,119.4,44.1,32.2396,77.1885,16.3
2022-04-28,Shillong,15:57,Night,2.3,62.0,16.0,0.03,21.0,110.1,34.7,25.5788,91.8933,1.01
2024-05-07,Darjeeling,07:36,Afternoon,3.7,90.0,20.7,0.02,9.9,108.5,36.0,27.0385,88.2622,5.01
2022-02-14,Darjeeling,15:14,Afternoon,3.1,86.0,22.2,0.03,9.6,113.3,44.3,27.0385,88.2622,2.99
2020-03-25,Munnar,11:21,Afternoon,2.5,79.0,20.1,0.06,25.6,132.1,39.1,10.0889,77.0594,42.35
2022-01-14,Shimla,03:20,Evening,1.8,88.0,19.6,0.07,2.5,136.2,33.3,31.1048,77.1734,14.66
2022-02-14,Shillong,15:08,Morning,2.5,63.0,22.6,0.07,19.3,139.1,44.5,25.5788,91.8933,6.79
2023-11-14,Shillong,20:38,Night,2.5,69.0,21.0,0.04,2.2,135.3,30.7,25.5788,91.8933,15.67
2022-05-27,Darjeeling,13:20,Morning,2.1,77.0,19.5,0.08,12.0,135.5,33.8,27.0385,88.2622,36.48
2024-02-21,Shillong,03:46,Afternoon,2.0,72.0,18.5,0.08,25.2,134.3,46.8,25.5788,91.8933,11.77
2022-07-21,Dehradun,14:37,Evening,1.8,79.0,27.5,0.07,0.1,120.8,26.4,30.3165,78.0322,38.83
2022-03-30,Munnar,17:27,Afternoon,1.2,78.0,17.3,0.06,9.8,124.8,39.2,10.0889,77.0594,13.7
2023-10-25,Shillong,08:10,Morning,2.0,74.0,22.3,0.05,26.6,118.4,36.0,25.5788,91.8933,32.69
2022-09-02,Dehradun,16:36,Evening,3.1,70.0,26.2,0.04,24.3,126.0,25.7,30.3165,78.0322,18.57
2021-07-10,Shimla,22:42,Evening,3.2,68.0,24.9,0.06,2.5,125.3,45.6,31.1048,77.1734,11.93
2020-10-22,Dehradun,01:39,Night,3.8,74.0,26.8,0.09,2.6,131.5,47.2,30.3165,78.0322,3.61
2024-02-15,Dehradun,21:41,Morning,1.8,77.0,18.0,0.09,4.6,114.5,30.0,30.3165,78.0322,25.62
2022-04-04,Munnar,12:52,Afternoon,3.8,66.0,17.6,0.03,18.9,138.9,41.1,10.0889,77.0594,28.18
2020-11-05,Munnar,22:15,Night,3.1,63.0,19.3,0.09,9.0,136.2,28.3,10.0889,77.0594,7.99
2023-04-21,Dehradun,07:48,Night,1.3,61.0,25.0,0.1,30.7,112.0,41.9,30.3165,78.0322,40.43
2023-10-21,Darjeeling,05:28,Afternoon,2.2,72.0,23.5,0.05,23.7,120.8,44.7,27.0385,88.2622,17.95
2024-04-30,Dehradun,23:05,Evening,1.5,63.0,26.3,0.03,10.1,138.0,44.1,30.3165,78.0322,49.22
2023-05-26,Shimla,23:49,Night,1.6,77.0,18.1,0.03,30.6,102.4,42.5,31.1048,77.1734,39.83
2020-05-29,Shimla,06:41,Morning,1.1,75.0,22.2,0.04,24.1,103.9,39.9,31.1048,77.1734,19.64
2021-07-10,Shillong,04:28,Night,3.5,64.0,28.7,0.04,32.8,105.1,36.9,25.5788,91.8933,9.35
2021-09-24,Shimla,12:05,Morning,2.8,73.0,28.3,0.07,24.0,136.7,29.7,31.1048,77.1734,21.6
2022-06-10,Manali,08:00,Night,1.6,75.0,28.9,0.07,10.7,103.4,49.3,32.2396,77.1885,41.7
2022-09-05,Shimla,00:25,Evening,1.5,63.0,16.8,0.03,9.2,110.5,45.6,31.1048,77.1734,36.23
2023-04-24,Dehradun,17:54,Evening,3.0,64.0,17.9,0.06,24.8,130.6,47.2,30.3165,78.0322,11.95
2020-09-07,Darjeeling,10:05,Afternoon,2.9,80.0,25.1,0.02,16.3,128.1,34.7,27.0385,88.2622,0.41
2021-04-16,Shillong,14:24,Morning,3.3,79.0,16.8,0.1,31.8,115.9,48.7,25.5788,91.8933,43.12
2021-12-04,Shimla,18:38,Morning,3.6,84.0,17.8,0.02,31.6,122.4,39.7,31.1048,77.1734,25.58
2022-11-23,Munnar,06:40,Night,1.2,79.0,24.4,0.04,20.1,139.4,36.1,10.0889,77.0594,31.38
2023-12-07,Manali,08:21,Night,3.3,72.0,21.4,0.03,33.4,133.2,40.3,32.2396,77.1885,43.44
2024-01-23,Dehradun,05:05,Morning,2.3,78.0,15.4,0.02,0.1,129.1,27.1,30.3165,78.0322,47.75
2021-02-13,Shimla,05:59,Evening,3.2,87.0,15.9,0.09,8.4,137.6,41.4,31.1048,77.1734,40.16
2022-06-18,Shillong,23:20,Night,3.3,72.0,19.8,0.07,30.9,137.7,37.0,25.5788,91.8933,34.66
2021-08-26,Shimla,20:32,Night,4.0,90.0,24.7,0.09,23.4,103.1,35.6,31.1048,77.1734,22.67
2021-05-01,Shimla,22:35,Evening,2.7,61.0,24.2,0.06,6.1,104.5,45.4,31.1048,77.1734,19.75
2022-05-16,Munnar,08:35,Afternoon,2.4,67.0,15.5,0.09,20.3,111.5,38.8,10.0889,77.0594,36.23
2023-06-10,Dehradun,09:38,Night,3.1,79.0,22.0,0.09,30.7,114.7,32.2,30.3165,78.0322,27.73
2022-07-11,Dehradun,22:22,Afternoon,3.9,78.0,22.4,0.07,14.1,123.3,25.2,30.3165,78.0322,27.6
2022-12-19,Munnar,21:30,Evening,1.9,85.0,23.1,0.09,33.8,105.4,43.9,10.0889,77.0594,39.35
2020-02-27,Munnar,15:37,Night,1.2,86.0,20.3,0.07,13.0,132.2,46.8,10.0889,77.0594,40.32
2024-01-11,Darjeeling,09:09,Evening,2.0,61.0,27.5,0.04,31.8,134.8,43.6,27.0385,88.2622,34.06
2022-07-12,Shillong,03:40,Morning,3.6,74.0,24.5,0.06,2.0,139.1,25.3,25.5788,91.8933,44.77
2022-08-29,Shimla,06:27,Evening,1.1,81.0,15.9,0.1,23.1,113.9,25.4,31.1048,77.1734,19.05
2021-12-09,Darjeeling,19:49,Morning,3.7,78.0,22.5,0.08,31.8,127.2,25.6,27.0385,88.2622,38.29
2020-02-09,Dehradun,07:51,Night,2.1,88.0,29.8,0.03,22.8,117.6,38.7,30.3165,78.0322,39.66
2020-04-17,Shillong,20:01,Night,2.1,69.0,15.8,0.05,11.4,106.9,43.3,25.5788,91.8933,49.52
2023-11-22,Darjeeling,16:07,Afternoon,4.0,67.0,28.8,0.07,5.8,117.1,34.4,27.0385,88.2622,29.63
2024-05-23,Manali,12:10,Morning,3.0,62.0,22.0,0.05,29.6,122.5,33.2,32.2396,77.1885,49.35
2024-01-24,Munnar,05:31,Evening,1.2,81.0,26.0,0.06,26.9,112.9,30.1,10.0889,77.0594,4.28
2023-03-16,Munnar,18:38,Evening,3.1,84.0,22.9,0.01,0.8,134.3,26.1,10.0889,77.0594,2.17
2022-11-03,Shillong,14:25,Morning,2.1,77.0,18.2,0.01,33.3,119.5,32.7,25.5788,91.8933,48.2
2024-02-15,Dehradun,15:35,Evening,1.5,88.0,17.8,0.03,20.3,107.1,30.2,30.3165,78.0322,42.82
2021-09-23,Munnar,23:54,Morning,3.7,69.0,29.8,0.05,11.4,127.9,36.2,10.0889,77.0594,6.47
2020-06-14,Munnar,02:38,Night,2.7,78.0,20.5,0.06,0.9,115.8,33.2,10.0889,77.0594,37.62
2022-05-08,Dehradun,08:55,Afternoon,1.1,68.0,28.2,0.03,21.4,107.2,49.5,30.3165,78.0322,19.76
2024-07-27,Manali,05:41,Afternoon,2.5,64.0,16.9,0.06,23.1,110.1,25.3,32.2396,77.1885,30.99
2023-08-24,Shimla,19:58,Night,1.6,69.0,27.9,0.01,28.6,122.6,37.0,31.1048,77.1734,31.86
2024-03-17,Dehradun,14:59,Morning,3.1,66.0,17.3,0.08,16.6,137.1,41.0,30.3165,78.0322,21.19
2020-02-08,Manali,07:55,Afternoon,2.9,88.0,28.7,0.08,9.8,113.9,40.9,32.2396,77.1885,18.68
2022-05-22,Darjeeling,14:19,Evening,2.3,86.0,22.0,0.01,30.5,139.4,31.8,27.0385,88.2622,21.4
2020-03-08,Dehradun,06:17,Evening,3.2,71.0,18.2,0.09,10.1,105.3,26.8,30.3165,78.0322,4.65
2024-03-26,Dehradun,10:47,Evening,2.9,80.0,22.7,0.08,7.1,103.6,40.4,30.3165,78.0322,30.05
2020-12-19,Shillong,18:33,Morning,3.3,84.0,24.7,0.05,19.0,122.7,33.9,25.5788,91.8933,49.92
2021-09-16,Shimla,01:09,Morning,1.1,85.0,22.8,0.06,14.4,139.5,35.3,31.1048,77.1734,24.88
2022-07-11,Shimla,04:32,Afternoon,2.3,63.0,22.5,0.07,23.5,116.6,33.0,31.1048,77.1734,19.81
2024-04-11,Darjeeling,21:01,Morning,1.3,75.0,29.6,0.04,4.9,123.0,27.1,27.0385,88.2622,2.52
2020-01-21,Shillong,07:57,Morning,1.5,75.0,15.2,0.06,8.6,131.4,37.2,25.5788,91.8933,25.43
2020-01-21,Manali,22:51,Morning,1.6,80.0,15.8,0.08,26.5,116.0,47.1,32.2396,77.1885,1.9
2021-03-31,Dehradun,08:18,Evening,3.6,73.0,27.1,0.04,28.0,119.1,31.6,30.3165,78.0322,18.65
2022-05-22,Dehradun,15:33,Morning,3.1,79.0,24.5,0.06,33.8,107.2,32.4,30.3165,78.0322,8.09
2023-09-09,Manali,09:39,Night,2.8,84.0,16.8,0.05,10.4,109.5,44.7,32.2396,77.1885,44.4
2024-02-10,Shillong,10:27,Evening,3.0,64.0,26.7,0.08,18.5,113.0,31.6,25.5788,91.8933,23.27
2024-01-15,Manali,16:38,Afternoon,2.2,73.0,21.2,0.07,12.7,108.3,34.0,32.2396,77.1885,28.77
2024-10-23,Shimla,09:25,Morning,2.8,78.0,16.7,0.03,0.9,127.0,43.3,31.1048,77.1734,28.72
2021-01-27,Dehradun,11:26,Night,1.7,79.0,19.1,0.05,9.9,123.6,35.7,30.3165,78.0322,16.54
2021-10-13,Shimla,01:01,Afternoon,2.0,67.0,16.7,0.01,18.1,108.8,43.4,31.1048,77.1734,27.19
2023-11-27,Darjeeling,15:12,Evening,3.5,68.0,27.9,0.09,22.6,122.3,38.3,27.0385,88.2622,12.41
2022-06-12,Munnar,21:41,Evening,3.3,85.0,20.7,0.09,33.7,115.8,27.9,10.0889,77.0594,6.65
2023-10-02,Shillong,15:41,Night,2.2,75.0,25.5,0.02,5.0,108.5,45.2,25.5788,91.8933,25.05
2022-08-22,Shimla,11:28,Evening,3.5,88.0,22.9,0.02,24.3,125.8,35.4,31.1048,77.1734,45.94
2020-09-16,Munnar,19:18,Afternoon,2.0,69.0,17.5,0.06,28.1,102.5,36.1,10.0889,77.0594,3.57
2021-03-19,Shimla,06:17,Morning,3.7,66.0,15.0,0.05,21.6,104.1,33.4,31.1048,77.1734,8.42
2020-07-01,Dehradun,14:11,Night,2.5,68.0,29.5,0.08,30.5,117.6,37.9,30.3165,78.0322,33.3
2021-08-08,Shimla,18:56,Evening,1.2,76.0,21.2,0.02,18.9,111.4,26.4,31.1048,77.1734,49.8
2021-01-30,Dehradun,15:17,Evening,2.0,90.0,18.9,0.03,25.9,100.8,28.2,30.3165,78.0322,48.79
2020-04-17,Shillong,07:37,Afternoon,2.1,84.0,27.1,0.09,16.7,119.9,35.9,25.5788,91.8933,6.46
2020-06-24,Shimla,14:40,Afternoon,3.4,63.0,25.2,0.02,26.8,104.2,36.8,31.1048,77.1734,1.83
2023-10-04,Shimla,19:23,Night,3.3,74.0,20.7,0.05,12.0,128.8,36.7,31.1048,77.1734,0.79
2020-05-11,Shimla,14:24,Morning,1.7,69.0,23.1,0.05,6.3,133.6,27.5,31.1048,77.1734,1.77
2024-11-02,Shillong,10:30,Afternoon,2.8,82.0,21.6,0.02,13.3,129.4,41.1,25.5788,91.8933,17.16
2022-11-17,Darjeeling,14:52,Afternoon,2.8,61.0,19.6,0.08,20.3,120.8,43.8,27.0385,88.2622,39.42
2023-06-11,Darjeeling,22:41,Evening,2.1,86.0,28.1,0.08,18.1,115.4,49.9,27.0385,88.2622,43.28
2020-02-08,Shimla,02:33,Night,3.2,74.0,17.3,0.06,9.3,139.2,34.4,31.1048,77.1734,48.24
2024-09-09,Darjeeling,10:32,Night,1.4,75.0,25.0,0.03,2.4,132.1,41.6,27.0385,88.2622,7.51
2023-05-11,Munnar,14:42,Evening,3.0,87.0,15.6,0.04,14.0,106.5,41.1,10.0889,77.0594,7.5
2020-06-16,Dehradun,12:01,Morning,2.5,88.0,26.5,0.05,19.5,109.8,28.0,30.3165,78.0322,12.18
2021-08-20,Manali,01:32,Morning,2.4,72.0,21.2,0.02,20.8,123.5,42.9,32.2396,77.1885,5.23
2021-11-27,Shimla,11:56,Evening,2.9,70.0,15.2,0.08,16.5,124.5,46.8,31.1048,77.1734,10.63
2023-08-05,Darjeeling,07:48,Night,1.5,75.0,19.3,0.05,17.8,133.0,40.7,27.0385,88.2622,30.44
